,title,population,visiting_status,datetime_of_data,full_address,bop_region,county,judicial_district,gender
10956,FCI SCHUYLKILL,"1,128",Suspended,2024-03-31 09:27:07 PDT,"INTERSTATE 81 & 901 W, MINERSVILLE, PA 17954",Northeast Region,SCHUYLKILL,Middle Pennsylvania,Male
10957,FCI SEAGOVILLE,"1,718",Not Suspended,2024-03-31 09:27:22 PDT,"2113 NORTH HWY 175, SEAGOVILLE, TX 75159",South Central Region,Dallas,Northern Texas,Male
10958,FDC SEATAC,797,Suspended,2024-03-31 09:27:38 PDT,"2425 SOUTH 200TH STREET, SEATTLE, WA 98198",Western Region,King,Western Washington,Male and Female
10959,FCI SHERIDAN,"1,594",Not Suspended,2024-03-31 09:27:53 PDT,"27072 BALLSTON ROAD, SHERIDAN, OR 97378",Western Region,YAMHILL,Oregon,Male
10960,MCFP SPRINGFIELD,996,Not Suspended,2024-03-31 09:28:08 PDT,"1900 W. SUNSHINE ST, SPRINGFIELD, MO 65807",North Central Region,GREENE,Western Missouri,Male
10961,FCI TALLADEGA,"1,149",Not Suspended,2024-03-31 09:28:24 PDT,"565 EAST RENFROE ROAD, TALLADEGA, AL 35160",Southeast Region,Talladega,Northern Alabama,Male
10962,FCI TALLAHASSEE,"1,067",Not Suspended,2024-03-31 09:28:39 PDT,"501 CAPITAL CIRCLE, NE, TALLAHASSEE, FL 32301",Southeast Region,Leon,Northern Florida,Male and Female
10963,FCI TERMINAL ISLAND,933,Not Suspended,2024-03-31 09:28:55 PDT,"1299 SEASIDE AVENUE, SAN PEDRO, CA 90731",Western Region,LOS ANGELES,Central California,Male
10964,FCI TERRE HAUTE,"1,355",Suspended,2024-03-31 09:29:10 PDT,"4200 BUREAU ROAD NORTH, TERRE HAUTE, IN 47808",North Central Region,VIGO,Southern Indiana,Male
10965,USP TERRE HAUTE,"1,253",Not Suspended,2024-03-31 09:29:26 PDT,"4700 BUREAU ROAD SOUTH, TERRE HAUTE, IN 47802",North Central Region,VIGO,Southern Indiana,Male
10966,FCI TEXARKANA,"1,224",Not Suspended,2024-03-31 09:29:41 PDT,"4001 LEOPARD DRIVE, TEXARKANA, TX 75501",South Central Region,Bowie,Eastern Texas,Male
10967,FCI THOMSON,"1,998",Not Suspended,2024-03-31 09:29:57 PDT,"1100 ONE MILE ROAD, THOMSON, IL 61285",North Central Region,CARROLL,Northern District of Illinois,Male
10968,FCI THREE RIVERS,"1,303",Not Suspended,2024-03-31 09:30:12 PDT,"US HIGHWAY 72 WEST, THREE RIVERS, TX 78071",South Central Region,Live Oak,Southern Texas,Male
10969,FCI TUCSON,374,Not Suspended,2024-03-31 09:30:28 PDT,"8901 S. WILMOT ROAD, TUCSON, AZ 85756",Western Region,PIMA,Arizona,Male and Female
10970,USP TUCSON,"1,315",Not Suspended,2024-03-31 09:30:43 PDT,"9300 SOUTH WILMOT ROAD, TUCSON, AZ 85756",Western Region,PIMA,Arizona,Male
10971,FCI VICTORVILLE MEDIUM I,"1,578",Not Suspended,2024-03-31 09:30:59 PDT,"13777 AIR EXPRESSWAY BLVD, VICTORVILLE, CA 92394",Western Region,SAN BERNARDINO,Central California,Male and Female
10972,FCI VICTORVILLE MEDIUM II,"1,430",Not Suspended,2024-03-31 09:31:14 PDT,"13777 AIR EXPRESSWAY BLVD, VICTORVILLE, CA 92394",Western Region,SAN BERNARDINO,Central California,Male
10973,USP VICTORVILLE,"1,201",Not Suspended,2024-03-31 09:31:30 PDT,"13777 AIR EXPRESSWAY BLVD, VICTORVILLE, CA 92394",Western Region,San Bernardino,Central California,Male
10974,FCI WASECA,782,Not Suspended,2024-03-31 09:31:45 PDT,"1000 UNIVERSITY DR, SW, WASECA, MN 56093",North Central Region,Waseca,Minnesota,Female
10975,FCI WILLIAMSBURG,"1,199",Not Suspended,2024-03-31 09:32:01 PDT,"8301 HIGHWAY 521, SALTERS, SC 29590",Southeast Region,Williamsburg,South Carolina,Male
10976,FPC YANKTON,424,Not Suspended,2024-03-31 09:32:16 PDT,"1016 DOUGLAS AVENUE, YANKTON, SD 57078",North Central Region,Yankton,South Dakota,Male
10977,FCI YAZOO CITY MEDIUM,"1,283",Not Suspended,2024-03-31 09:32:32 PDT,"2225 HALEY BARBOUR PARKWAY, YAZOO CITY, MS 39194",Southeast Region,YAZOO,Southern Mississippi,Male
10978,FCI YAZOO CITY LOW,"1,353",Not Suspended,2024-03-31 09:32:47 PDT,"2225 HALEY BARBOUR PARKWAY, YAZOO CITY, MS 39194",Southeast Region,YAZOO,Southern Mississippi,Male
10979,USP YAZOO CITY,"1,484",Not Suspended,2024-03-31 09:33:03 PDT,"2225 HALEY BARBOUR PKWY, YAZOO CITY, MS 39194",Southeast Region,YAZOO,Southern Mississippi,Male
10980,FPC ALDERSON,697,Not Suspended,2023-09-27 15:38:27 PDT,"GLEN RAY RD. BOX A, ALDERSON, WV 24910",Mid-Atlantic Region,GREENBRIER,Southern West Virginia,Female
10981,FCI ALICEVILLE,"1,656",Not Suspended,2023-09-27 15:38:43 PDT,"11070 HIGHWAY 14, ALICEVILLE, AL 35442",Southeast Region,PICKENS,Northern District of Alabama,Female
10982,FCI ALLENWOOD LOW,"1,049",Not Suspended,2023-09-27 15:39:00 PDT,"RT 15,2 MILES N OF ALLENWOOD, ALLENWOOD, PA 17810",Northeast Region,UNION,Middle Pennsylvania,Male
10983,FCI ALLENWOOD MEDIUM,"1,273",Not Suspended,2023-09-27 15:39:16 PDT,"RT 15, 2 MI N OF ALLENWOOD, WHITE DEER, PA 17810",Northeast Region,Union,Middle Pennsylvania,Male
10984,USP ALLENWOOD,324,Not Suspended,2023-09-27 15:39:32 PDT,"RT 15,2 MILES N OF ALLENWOOD, ALLENWOOD, PA 17810",Northeast Region,Union,Middle Pennsylvania,Male
10985,FCI ASHLAND,"1,305",Not Suspended,2023-09-27 15:39:48 PDT,"ST. ROUTE 716, ASHLAND, KY 41105",Mid-Atlantic Region,BOYD,Eastern Kentucky,Male
10986,USP ATLANTA,"1,847",Not Suspended,2023-09-27 15:40:05 PDT,"601 MCDONOUGH BLVD SE, ATLANTA, GA 30315",Southeast Region,FULTON,Northern Georgia,Male
10987,USP ATWATER,"1,166",Not Suspended,2023-09-27 15:40:21 PDT,"1 FEDERAL WAY, ATWATER, CA 95301",Western Region,MERCED,Eastern California,Male
10988,FCI BASTROP,"1,098",Not Suspended,2023-09-27 15:40:37 PDT,"1341 HIGHWAY 95 NORTH, BASTROP, TX 78602",South Central Region,Bastrop,Western Texas,Male
10989,FCI BEAUMONT LOW,"2,020",Not Suspended,2023-09-27 15:40:54 PDT,"5560 KNAUTH ROAD, BEAUMONT, TX 77705",South Central Region,Jefferson,Eastern Texas,Male
10990,FCI BEAUMONT MEDIUM,"1,669",Not Suspended,2023-09-27 15:41:10 PDT,"5830 KNAUTH ROAD, BEAUMONT, TX 77705",South Central Region,Jefferson,Eastern Texas,Male
10991,USP BEAUMONT,"1,138",Not Suspended,2023-09-27 15:41:26 PDT,"6200 KNAUTH ROAD, BEAUMONT, TX 77705",South Central Region,Jefferson,Eastern Texas,Male
10992,FCI BECKLEY,"1,680",Not Suspended,2023-09-27 15:41:42 PDT,"1600 INDUSTRIAL ROAD, BEAVER, WV 25813",Mid-Atlantic Region,Raleigh,Southern West Virginia,Male
10993,FCI BENNETTSVILLE,"1,623",Not Suspended,2023-09-27 15:41:59 PDT,"696 MUCKERMAN ROAD, BENNETTSVILLE, SC 29512",Southeast Region,Marlboro,South Carolina,Male
10994,FCI BERLIN,839,Not Suspended,2023-09-27 15:42:15 PDT,"1 SUCCESS LOOP ROAD, BERLIN, NH 03570",Northeast Region,COOS COUNTY,District of New Hampshire,Male
10995,USP BIG SANDY,"1,419",Suspended,2023-09-27 15:42:31 PDT,"1197 AIRPORT ROAD, INEZ, KY 41224",Mid-Atlantic Region,Martin,Eastern Kentucky,Male
10996,FCI BIG SPRING,"1,101",Not Suspended,2023-09-27 15:42:48 PDT,"1900 SIMLER AVE, BIG SPRING, TX 79720",South Central Region,HOWARD,Northern Texas,Male
10997,MDC BROOKLYN,"1,443",Not Suspended,2023-09-27 15:43:04 PDT,"80 29TH STREET, BROOKLYN, NY 11232",Northeast Region,KINGS,Eastern New York,Male and Female
10998,FPC BRYAN,682,Not Suspended,2023-09-27 15:43:21 PDT,"1100 URSULINE AVENUE, BRYAN, TX 77803",South Central Region,BRAZOS,Southern Texas,Female
10999,FCI BUTNER MEDIUM II,"1,499",Not Suspended,2023-09-27 15:43:37 PDT,"OLD NC HWY 75, BUTNER, NC 27509",Mid-Atlantic Region,GRANVILLE,Eastern North Carolina,Male
11000,FCI BUTNER LOW,956,Not Suspended,2023-09-27 15:43:53 PDT,"OLD NC HWY 75, BUTNER, NC 27509",Mid-Atlantic Region,GRANVILLE,Eastern North Carolina,Male
11001,FCI BUTNER MEDIUM I,851,Not Suspended,2023-09-27 15:44:09 PDT,"OLD NC HWY 75, BUTNER, NC 27509",Mid-Atlantic Region,GRANVILLE,Eastern North Carolina,Male
11002,FMC BUTNER,854,Not Suspended,2023-09-27 15:44:25 PDT,"OLD N. CAROLINA HWY 75, BUTNER, NC 27509",Mid-Atlantic Region,Granville,Eastern North Carolina,Male
11003,USP CANAAN,"1,259",Not Suspended,2023-09-27 15:44:41 PDT,"3057 ERIC J. WILLIAMS, WAYMART, PA 18472",Northeast Region,WAYNE,Middle Pennsylvania,Male
11004,FMC CARSWELL,984,Not Suspended,2023-09-27 15:44:57 PDT,"NAVAL AIR STATION, FORT WORTH, TX 76127",South Central Region,TARRANT,Northern Texas,Female
11005,MCC CHICAGO,501,Not Suspended,2023-09-27 15:45:13 PDT,"71 WEST VAN BUREN STREET, CHICAGO, IL 60605",North Central Region,COOK,Northern Illinois,Male and Female
11006,FCI COLEMAN LOW,"2,055",Not Suspended,2023-09-27 15:45:29 PDT,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male
11007,FCI COLEMAN MEDIUM,"1,562",Not Suspended,2023-09-27 15:45:45 PDT,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male
11008,USP COLEMAN II,"1,182",Not Suspended,2023-09-27 15:46:02 PDT,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male
11009,USP COLEMAN I,"1,445",Not Suspended,2023-09-27 15:46:18 PDT,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male
11010,FCI CUMBERLAND,894,Not Suspended,2023-09-27 15:46:34 PDT,"14601 BURBRIDGE RD SE, CUMBERLAND, MD 21502",Mid-Atlantic Region,Allegany,Maryland,Male
11011,FCI DANBURY,940,Not Suspended,2023-09-27 15:46:51 PDT,"33 1/2 PEMBROKE STATION, DANBURY, CT 06811",Northeast Region,FAIRFIELD,Connecticut,Male and Female
11012,FMC DEVENS,933,Not Suspended,2023-09-27 15:47:07 PDT,"42 PATTON ROAD, AYER, MA 01432",Northeast Region,MIDDLESEX,Massachusetts,Male
11013,FCI DUBLIN,694,Not Suspended,2023-09-27 15:47:23 PDT,"5701 8TH ST - CAMP PARKS, DUBLIN, CA 94568",Western Region,Alameda,Northern California,Female
11014,FPC DULUTH,407,Not Suspended,2023-09-27 15:47:40 PDT,"4464 RALSTON DRIVE, DULUTH, MN 55811",North Central Region,SAINT LOUIS,Minnesota,Male
11015,FCI EDGEFIELD,"2,009",Not Suspended,2023-09-27 15:47:55 PDT,"501 GARY HILL ROAD, EDGEFIELD, SC 29824",Southeast Region,Edgefield,South Carolina,Male
11016,FCI EL RENO,"1,246",Not Suspended,2023-09-27 15:48:13 PDT,"4205 HIGHWAY 66 WEST, EL RENO, OK 73036",South Central Region,CANADIAN,Western Oklahoma,Male
11017,FCI ELKTON,"1,978",Not Suspended,2023-09-27 15:48:29 PDT,"8730 SCROGGS ROAD, LISBON, OH 44432",Northeast Region,COLUMBIANA,Northern Ohio,Male
11018,FCI ENGLEWOOD,950,Not Suspended,2023-09-27 15:48:46 PDT,"9595 WEST QUINCY AVENUE, LITTLETON, CO 80123",North Central Region,JEFFERSON,Colorado,Male
11019,FCI ESTILL,60,Not Suspended,2023-09-27 15:49:02 PDT,"100 PRISON ROAD, ESTILL, SC 29918",Southeast Region,HAMPTON,South Carolina,Male
11020,FCI FAIRTON,830,Not Suspended,2023-09-27 15:49:18 PDT,"655 FAIRTON-MILLVILLE ROAD, FAIRTON, NJ 08320",Northeast Region,Cumberland,New Jersey,Male
11021,FCI FLORENCE,"1,272",Not Suspended,2023-09-27 15:49:34 PDT,"5880 HWY 67 SOUTH, FLORENCE, CO 81226",North Central Region,Fremont,Colorado,Male
11022,USP FLORENCE ADMAX,326,Not Suspended,2023-09-27 15:49:50 PDT,"5880 HWY 67 SOUTH, FLORENCE, CO 81226",North Central Region,Fremont,Colorado,Male
11023,USP FLORENCE - HIGH,957,Not Suspended,2023-09-27 15:50:06 PDT,"5880 HWY 67 S, FLORENCE, CO 81226",North Central Region,Fremont,Colorado,Male
11024,FCI FORREST CITY MEDIUM,"1,706",Not Suspended,2023-09-27 15:50:23 PDT,"1400 DALE BUMPERS ROAD, FORREST CITY, AR 72335",South Central Region,SAINT FRANCIS,Eastern Arkansas,Male
11025,FCI FORREST CITY LOW,"1,811",Not Suspended,2023-09-27 15:50:39 PDT,"1400 DALE BUMPERS ROAD, FORREST CITY, AR 72335",South Central Region,SAINT FRANCIS,Eastern Arkansas,Male
11026,FCI FORT DIX,"3,749",Not Suspended,2023-09-27 15:50:55 PDT,"5756 HARTFORD &, JOINT BASE MDL, NJ 08640",Northeast Region,BURLINGTON,New Jersey,Male
11027,FMC FORT WORTH,"1,520",Not Suspended,2023-09-27 15:51:12 PDT,"3150 HORTON ROAD, FORT WORTH, TX 76119",South Central Region,Tarrant,Northern Texas,Male
11028,FCI GILMER,"1,650",Suspended,2023-09-27 15:51:28 PDT,"201 FCI LANE, GLENVILLE, WV 26351",Mid-Atlantic Region,GILMER,Northern West Virginia,Male
11029,FCI GREENVILLE,"1,111",Not Suspended,2023-09-27 15:51:44 PDT,"100 U.S. HWY 40, GREENVILLE, IL 62246",North Central Region,Bond,Southern Illinois,Male and Female
11030,MDC GUAYNABO,"1,193",Suspended,2023-09-27 15:52:01 PDT,"652 CARRETERA 28, GUAYNABO, PR 00965",Southeast Region,GUAYNABO,"Puerto Rico, U.S. Virgin Islands",Male and Female
11031,FCI HAZELTON,"2,034",Not Suspended,2023-09-27 15:52:18 PDT,"1640 SKY VIEW DRIVE, BRUCETON MILLS, WV 26525",Mid-Atlantic Region,PRESTON,Northern District of West Virginia,Male and Female
11032,USP HAZELTON,"1,671",Not Suspended,2023-09-27 15:52:34 PDT,"1640 SKY VIEW DRIVE, BRUCETON MILLS, WV 26525",Mid-Atlantic Region,PRESTON,Northern District of West Virginia,Male
11033,FCI HERLONG,"1,523",Not Suspended,2023-09-27 15:52:50 PDT,"741-925 ACCESS ROAD A-25, HERLONG, CA 96113",Western Region,Lassen,Eastern California,Male
11034,FDC HONOLULU,284,Not Suspended,2023-09-27 15:53:06 PDT,"351 ELLIOTT ST, HONOLULU, HI 96819",Western Region,Honolulu,Hawaii,Male and Female
11035,FDC HOUSTON,736,Not Suspended,2023-09-27 15:53:22 PDT,"1200 TEXAS AVENUE, HOUSTON, TX 77002",South Central Region,Harris,Southern Texas,Male and Female
11036,FCI JESUP,"1,649",Not Suspended,2023-09-27 15:53:40 PDT,"2600 HIGHWAY 301 SOUTH, JESUP, GA 31599",Southeast Region,,Southern Georgia,Male
11037,FCI LA TUNA,797,Not Suspended,2023-09-27 15:53:56 PDT,"8500 DONIPHAN ROAD, ANTHONY, TX 79821",South Central Region,EL PASO,Western Texas,Male
11038,USP LEAVENWORTH,"1,789",Not Suspended,2023-09-27 15:54:12 PDT,"1300 METROPOLITAN, LEAVENWORTH, KS 66048",North Central Region,Leavenworth,Kansas,Male
11039,USP LEE,"1,541",Not Suspended,2023-09-27 15:54:28 PDT,"LEE COUNTY INDUSTRIAL PARK, PENNINGTON GAP, VA 24277",Mid-Atlantic Region,Lee,Western Virginia,Male
11040,USP LEWISBURG,"1,042",Not Suspended,2023-09-27 15:54:45 PDT,"2400 ROBERT F. MILLER DRIVE, LEWISBURG, PA 17837",Northeast Region,UNION,Middle Pennsylvania,Male
11041,FMC LEXINGTON,"1,278",Not Suspended,2023-09-27 15:55:01 PDT,"3301 LEESTOWN ROAD, LEXINGTON, KY 40511",Mid-Atlantic Region,Fayette,Eastern Kentucky,Male and Female
11042,FCI LOMPOC,882,Not Suspended,2023-09-27 15:55:17 PDT,"3600 GUARD ROAD, LOMPOC, CA 93436",Western Region,SANTA BARBARA,Central California,Male
11043,USP LOMPOC,"2,016",Not Suspended,2023-09-27 15:55:33 PDT,"3901 KLEIN BLVD, LOMPOC, CA 93436",Western Region,SANTA BARBARA,Central California,Male
11044,FCI LORETTO,821,Not Suspended,2023-09-27 15:55:49 PDT,"772 SAINT JOSEPH ST., LORETTO, PA 15940",Northeast Region,CAMBRIA,Western Pennsylvania,Male
11045,MDC LOS ANGELES,602,Not Suspended,2023-09-27 15:56:05 PDT,"535 N ALAMEDA STREET, LOS ANGELES, CA 90012",Western Region,Los Angeles,Central California,Male and Female
11046,FCI MANCHESTER,"1,078",Not Suspended,2023-09-27 15:56:21 PDT,"805 FOX HOLLOW ROAD, MANCHESTER, KY 40962",Mid-Atlantic Region,Clay,Eastern Kentucky,Male
11047,FCI MARIANNA,"1,220",Not Suspended,2023-09-27 15:56:38 PDT,"3625 FCI ROAD, MARIANNA, FL 32446",Southeast Region,Jackson,Northern Florida,Male and Female
11048,USP MARION,"1,292",Not Suspended,2023-09-27 15:56:55 PDT,"4500 PRISON ROAD, MARION, IL 62959",North Central Region,Williamson,Southern Illinois,Male
11049,USP MCCREARY,"1,633",Not Suspended,2023-09-27 15:57:12 PDT,"330 FEDERAL WAY, PINE KNOT, KY 42635",Mid-Atlantic Region,McCreary,Eastern Kentucky,Male
11050,FCI MCDOWELL,"1,546",Not Suspended,2023-09-27 15:57:28 PDT,"101 FEDERAL DRIVE, WELCH, WV 24801",Mid-Atlantic Region,MCDOWELL,Southern West Virginia,Male
11051,FCI MCKEAN,"1,086",Not Suspended,2023-09-27 15:57:44 PDT,"6975 ROUTE 59, LEWIS RUN, PA 16738",Northeast Region,MCKEAN,Western Pennsylvania,Male
11052,FCI MEMPHIS,997,Not Suspended,2023-09-27 15:58:01 PDT,"1101 JOHN A DENIE ROAD, MEMPHIS, TN 38134",Mid-Atlantic Region,SHELBY,Western Tennessee,Male
11053,FCI MENDOTA,"1,203",Suspended,2023-09-27 15:58:17 PDT,"33500 WEST CALIFORNIA AVENUE, MENDOTA, CA 93640",Western Region,FRESNO,Eastern District of California,Male
11054,FCI MIAMI,962,Not Suspended,2023-09-27 15:58:33 PDT,"15801 S.W. 137TH AVENUE, MIAMI, FL 33177",Southeast Region,Miami-Dade,Southern Florida,Male
11055,FDC MIAMI,"1,005",Not Suspended,2023-09-27 15:58:49 PDT,"33 NE 4TH STREET, MIAMI, FL 33132",Southeast Region,Miami-Dade,Southern Florida,Male and Female
11056,FCI MILAN,"1,598",Not Suspended,2023-09-27 15:59:05 PDT,"4004 EAST ARKONA ROAD, MILAN, MI 48160",North Central Region,WASHTENAW,Eastern Michigan,Male
11057,FPC MONTGOMERY,493,Not Suspended,2023-09-27 15:59:21 PDT,"MAXWELL AIR FORCE BASE, MONTGOMERY, AL 36112",Southeast Region,MONTGOMERY,Middle Alabama,Male
11058,FCI MORGANTOWN,512,Not Suspended,2023-09-27 15:59:37 PDT,"446 GREENBAG ROAD, ROUTE 857, MORGANTOWN, WV 26501",Mid-Atlantic Region,Monongalia,Northern West Virginia,Male
11059,MCC NEW YORK,0,Suspended,2023-09-27 15:59:54 PDT,"150 PARK ROW, NEW YORK, NY 10007",Northeast Region,New York,Southern New York,Male
11060,FCI OAKDALE II,"1,186",Not Suspended,2023-09-27 16:00:10 PDT,"2105 EAST WHATLEY ROAD, OAKDALE, LA 71463",South Central Region,ALLEN,Western Louisiana,Male
11061,FCI OAKDALE I,824,Not Suspended,2023-09-27 16:00:26 PDT,"1507 EAST WHATLEY ROAD, OAKDALE, LA 71463",South Central Region,ALLEN,Western Louisiana,Male
11062,FTC OKLAHOMA CITY,"1,378",Not Suspended,2023-09-27 16:00:42 PDT,"7410 S. MACARTHUR BLVD, OKLAHOMA CITY, OK 73169",South Central Region,OKLAHOMA,Western Oklahoma,Male and Female
11063,FCI OTISVILLE,"1,070",Not Suspended,2023-09-27 16:00:58 PDT,"TWO MILE DRIVE, OTISVILLE, NY 10963",Northeast Region,ORANGE,Southern New York,Male
11064,FCI OXFORD,920,Not Suspended,2023-09-27 16:01:14 PDT,"COUNTY ROAD G & ELK AVENUE, OXFORD, WI 53952",North Central Region,ADAMS,Western Wisconsin,Male
11065,FCI PEKIN,"1,314",Not Suspended,2023-09-27 16:01:31 PDT,"2600 S. SECOND ST., PEKIN, IL 61554",North Central Region,TAZEWELL,Central Illinois,Male and Female
11066,FPC PENSACOLA,416,Not Suspended,2023-09-27 16:01:48 PDT,"110 RABY AVE, PENSACOLA, FL 32509",Southeast Region,ESCAMBIA,Northern Florida,Male
11067,FCI PETERSBURG MEDIUM,"1,714",Not Suspended,2023-09-27 16:02:04 PDT,"1060 RIVER ROAD, HOPEWELL, VA 23860",Mid-Atlantic Region,Hopewell City,Eastern Virginia,Male
11068,FCI PETERSBURG LOW,686,Suspended,2023-09-27 16:02:20 PDT,"1100 RIVER ROAD, HOPEWELL, VA 23860",Mid-Atlantic Region,Hopewell City,Eastern Virginia,Male
11069,FDC PHILADELPHIA,977,Not Suspended,2023-09-27 16:02:36 PDT,"700 ARCH STREET, PHILADELPHIA, PA 19106",Northeast Region,Philadelphia,Eastern Pennsylvania,Male and Female
11070,FCI PHOENIX,"1,239",Not Suspended,2023-09-27 16:02:53 PDT,"37900 N 45TH AVE, PHOENIX, AZ 85086",Western Region,Maricopa,Arizona,Male and Female
11071,FCI POLLOCK,"1,570",Not Suspended,2023-09-27 16:03:09 PDT,"1000 AIRBASE ROAD, POLLOCK, LA 71467",South Central Region,GRANT,Western Louisiana,Male
11072,USP POLLOCK,"1,191",Not Suspended,2023-09-27 16:03:25 PDT,"1000 AIRBASE ROAD, POLLOCK, LA 71467",South Central Region,Grant,Western Louisiana,Male
11073,FCI RAY BROOK,683,Not Suspended,2023-09-27 16:03:42 PDT,"128 RAY BROOK ROAD, RAY BROOK, NY 12977",Northeast Region,Essex,Northern New York,Male
11074,FMC ROCHESTER,589,Not Suspended,2023-09-27 16:03:58 PDT,"2110 EAST CENTER STREET, ROCHESTER, MN 55904",North Central Region,OLMSTED,Minnesota,Male
11075,FCI SAFFORD,673,Not Suspended,2023-09-27 16:04:15 PDT,"1529 WEST HIGHWAY 366, SAFFORD, AZ 85546",Western Region,Graham,Arizona,Male
11076,MCC SAN DIEGO,713,Not Suspended,2023-09-27 16:04:30 PDT,"808 UNION STREET, SAN DIEGO, CA 92101",Western Region,San Diego,Southern California,Male and Female
11077,FCI SANDSTONE,"1,153",Not Suspended,2023-09-27 16:04:47 PDT,"2300 COUNTY RD 29, SANDSTONE, MN 55072",North Central Region,Pine,Minnesota,Male
11078,FCI SCHUYLKILL,"1,173",Not Suspended,2023-09-27 16:05:03 PDT,"INTERSTATE 81 & 901 W, MINERSVILLE, PA 17954",Northeast Region,SCHUYLKILL,Middle Pennsylvania,Male
11079,FCI SEAGOVILLE,"1,815",Not Suspended,2023-09-27 16:05:19 PDT,"2113 NORTH HWY 175, SEAGOVILLE, TX 75159",South Central Region,Dallas,Northern Texas,Male
11080,FDC SEATAC,765,Suspended,2023-09-27 16:05:35 PDT,"2425 SOUTH 200TH STREET, SEATTLE, WA 98198",Western Region,King,Western Washington,Male and Female
11081,FCI SHERIDAN,"1,574",Not Suspended,2023-09-27 16:05:51 PDT,"27072 BALLSTON ROAD, SHERIDAN, OR 97378",Western Region,YAMHILL,Oregon,Male
11082,MCFP SPRINGFIELD,973,Not Suspended,2023-09-27 16:06:07 PDT,"1900 W. SUNSHINE ST, SPRINGFIELD, MO 65807",North Central Region,GREENE,Western Missouri,Male
11083,FCI TALLADEGA,"1,086",Not Suspended,2023-09-27 16:06:24 PDT,"565 EAST RENFROE ROAD, TALLADEGA, AL 35160",Southeast Region,Talladega,Northern Alabama,Male
11084,FCI TALLAHASSEE,914,Not Suspended,2023-09-27 16:06:40 PDT,"501 CAPITAL CIRCLE, NE, TALLAHASSEE, FL 32301",Southeast Region,Leon,Northern Florida,Male and Female
11085,FCI TERMINAL ISLAND,929,Not Suspended,2023-09-27 16:06:56 PDT,"1299 SEASIDE AVENUE, SAN PEDRO, CA 90731",Western Region,LOS ANGELES,Central California,Male
11086,FCI TERRE HAUTE,"1,473",Not Suspended,2023-09-27 16:07:12 PDT,"4200 BUREAU ROAD NORTH, TERRE HAUTE, IN 47808",North Central Region,VIGO,Southern Indiana,Male
11087,USP TERRE HAUTE,"1,153",Not Suspended,2023-09-27 16:07:28 PDT,"4700 BUREAU ROAD SOUTH, TERRE HAUTE, IN 47802",North Central Region,VIGO,Southern Indiana,Male
11088,FCI TEXARKANA,"1,256",Not Suspended,2023-09-27 16:07:44 PDT,"4001 LEOPARD DRIVE, TEXARKANA, TX 75501",South Central Region,Bowie,Eastern Texas,Male
11089,USP THOMSON,"1,297",Not Suspended,2023-09-27 16:08:00 PDT,"1100 ONE MILE ROAD, THOMSON, IL 61285",North Central Region,CARROLL,Northern District of Illinois,Male
11090,FCI THREE RIVERS,"1,347",Not Suspended,2023-09-27 16:08:16 PDT,"US HIGHWAY 72 WEST, THREE RIVERS, TX 78071",South Central Region,Live Oak,Southern Texas,Male
11091,FCI TUCSON,357,Not Suspended,2023-09-27 16:08:32 PDT,"8901 S. WILMOT ROAD, TUCSON, AZ 85756",Western Region,PIMA,Arizona,Male and Female
11092,USP TUCSON,"1,411",Not Suspended,2023-09-27 16:08:51 PDT,"9300 SOUTH WILMOT ROAD, TUCSON, AZ 85756",Western Region,PIMA,Arizona,Male
11093,FCI VICTORVILLE MEDIUM I,"1,642",Not Suspended,2023-09-27 16:09:08 PDT,"13777 AIR EXPRESSWAY BLVD, VICTORVILLE, CA 92394",Western Region,SAN BERNARDINO,Central California,Male and Female
11094,FCI VICTORVILLE MEDIUM II,"1,349",Not Suspended,2023-09-27 16:09:24 PDT,"13777 AIR EXPRESSWAY BLVD, VICTORVILLE, CA 92394",Western Region,SAN BERNARDINO,Central California,Male
